Station Name,Date,Time,Sample Type,Sample Media,Depth,Parameter,Concentration,Unit,Qualifier Code,Detection Limit,Detection Limit Unit,Quantitation Level,Quantitation Level Unit,Lab Name,Analytical Method Number,Sediment Particle Size,Particle Size Unit,Fish Sample Type,Fish Taxa,Comments,Monitoring location,MONITOR 1,MONITOR 2,Watershed,Unnamed: 25
WW016,9/5/2020,10:00:00,Grab,Water,5.5,Dissolved Oxygen - 00300,0.2,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,360.1: Dissolved Oxygen Using an ISE,,,,,,Georgiaville Pond,Woonasquatucket River-Moshassuck River,WO,Dawn Dauray,
WW016,9/5/2020,10:00:00,Composite,Water,,Secchi Depth - 00069,2.81,m,,0.1,m,0.1,m,,,,,,,,Georgiaville Pond,Woonasquatucket River-Moshassuck River,WO,Dawn Dauray,
WW016,9/5/2020,10:00:00,Grab,Water,1.0,Temperature - 00011,24.0,C,,-35.0,C,-35.0,C,URIWW,170.1: Temperature,,,,,,Georgiaville Pond,Woonasquatucket River-Moshassuck River,WO,Dawn Dauray,
WW016,9/5/2020,10:00:00,Grab,Water,5.5,Temperature - 00011,21.1,C,,-35.0,C,-35.0,C,URIWW,170.1: Temperature,,,,,,Georgiaville Pond,Woonasquatucket River-Moshassuck River,WO,Dawn Dauray,
WW016,9/26/2020,10:30:00,Grab,Water,1.0,Alkalinity - 00410,24.5,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Georgiaville Pond,Woonasquatucket River-Moshassuck River,WO,Dawn Dauray,
WW016,9/26/2020,10:30:00,Grab,Water,1.0,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",7.3,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,Georgiaville Pond,Woonasquatucket River-Moshassuck River,WO,Dawn Dauray,
WW016,9/26/2020,10:30:00,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",6.8,m,,0.1,m,0.1,m,,,,,,,,Georgiaville Pond,Woonasquatucket River-Moshassuck River,WO,Dawn Dauray,
WW016,9/26/2020,10:30:00,Grab,Water,1.0,"Nitrate + Nitrite, Dissolved - 00631",0.026,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,,,,,Georgiaville Pond,Woonasquatucket River-Moshassuck River,WO,Dawn Dauray,
WW016,9/26/2020,10:30:00,Grab,Water,5.0,"Nitrate + Nitrite, Dissolved - 00631",0.024,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,,,,,Georgiaville Pond,Woonasquatucket River-Moshassuck River,WO,Dawn Dauray,
WW016,9/26/2020,10:30:00,Grab,Water,1.0,"Nitrogen, Ammonia Dissolved as N - 00608",0.03,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,,,,,Georgiaville Pond,Woonasquatucket River-Moshassuck River,WO,Dawn Dauray,
WW016,9/26/2020,10:30:00,Grab,Water,5.0,"Nitrogen, Ammonia Dissolved as N - 00608",0.042,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,,,,,Georgiaville Pond,Woonasquatucket River-Moshassuck River,WO,Dawn Dauray,
WW016,9/26/2020,10:30:00,Grab,Water,1.0,"Nitrogen, Total (unfiltered) - 00600",0.336,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,,,,,,,Georgiaville Pond,Woonasquatucket River-Moshassuck River,WO,Dawn Dauray,
WW016,9/26/2020,10:30:00,Grab,Water,5.0,"Nitrogen, Total (unfiltered) - 00600",0.344,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,,,,,,,Georgiaville Pond,Woonasquatucket River-Moshassuck River,WO,Dawn Dauray,
WW016,9/26/2020,10:30:00,Grab,Water,1.0,pH - 00400,7.6,S.U.,,1.0,S.U.,1.0,S.U.,URIWW,4500-H: pH in Water,,,,,,Georgiaville Pond,Woonasquatucket River-Moshassuck River,WO,Dawn Dauray,
WW016,9/26/2020,10:30:00,Grab,Water,5.0,pH - 00400,,S.U.,N,1.0,S.U.,1.0,S.U.,URIWW,4500-H: pH in Water,,,,,Lab error,Georgiaville Pond,Woonasquatucket River-Moshassuck River,WO,Dawn Dauray,
WW016,9/26/2020,10:30:00,Grab,Water,1.0,"Phosphorus, Dissolved - 00666",5.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Georgiaville Pond,Woonasquatucket River-Moshassuck River,WO,Dawn Dauray,
WW016,9/26/2020,10:30:00,Grab,Water,5.0,"Phosphorus, Dissolved - 00666",7.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Georgiaville Pond,Woonasquatucket River-Moshassuck River,WO,Dawn Dauray,
WW016,9/26/2020,10:30:00,Grab,Water,1.0,"Phosphorus, Total - 00665",13.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Georgiaville Pond,Woonasquatucket River-Moshassuck River,WO,Dawn Dauray,
WW016,9/26/2020,10:30:00,Grab,Water,5.0,"Phosphorus, Total - 00665",14.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Georgiaville Pond,Woonasquatucket River-Moshassuck River,WO,Dawn Dauray,
WW016,9/26/2020,10:30:00,Composite,Water,,Secchi Depth - 00069,3.83,m,,0.1,m,0.1,m,,,,,,, 22.3 ft listed,Georgiaville Pond,Woonasquatucket River-Moshassuck River,WO,Dawn Dauray,
WW016,10/3/2020,10:00:00,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",6.8,m,,0.1,m,0.1,m,,,,,,,,Georgiaville Pond,Woonasquatucket River-Moshassuck River,WO,Dawn Dauray,
WW016,10/3/2020,10:00:00,Grab,Water,1.0,Dissolved Oxygen - 00300,8.7,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,360.1: Dissolved Oxygen Using an ISE,,,,,Please see Hach Meter DO worksheet,Georgiaville Pond,Woonasquatucket River-Moshassuck River,WO,Dawn Dauray,
WW016,10/3/2020,10:00:00,Grab,Water,5.5,Dissolved Oxygen - 00300,4.1,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,360.1: Dissolved Oxygen Using an ISE,,,,,Please see Hach Meter DO worksheet,Georgiaville Pond,Woonasquatucket River-Moshassuck River,WO,Dawn Dauray,
WW016,10/3/2020,10:00:00,Composite,Water,,Secchi Depth - 00069,3.78,m,,0.1,m,0.1,m,,,,,,,,Georgiaville Pond,Woonasquatucket River-Moshassuck River,WO,Dawn Dauray,
WW016,10/3/2020,10:00:00,Grab,Water,1.0,Temperature - 00011,19.5,C,,-35.0,C,-35.0,C,URIWW,170.1: Temperature,,,,,Please see Hach Meter DO worksheet,Georgiaville Pond,Woonasquatucket River-Moshassuck River,WO,Dawn Dauray,
WW016,10/3/2020,10:00:00,Grab,Water,5.5,Temperature - 00011,17.9,C,,-35.0,C,-35.0,C,URIWW,170.1: Temperature,,,,,Please see Hach Meter DO worksheet,Georgiaville Pond,Woonasquatucket River-Moshassuck River,WO,Dawn Dauray,
WW016,10/13/2020,10:30:00,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",6.0,m,,0.1,m,0.1,m,,,,,,,Water level down 3 feet,Georgiaville Pond,Woonasquatucket River-Moshassuck River,WO,Dawn Dauray,
WW016,10/13/2020,10:30:00,Grab,Water,1.0,Dissolved Oxygen - 00300,9.0,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,360.1: Dissolved Oxygen Using an ISE,,,,,"Please see DO Hach Meter Worksheet
Water level down 3 feet",Georgiaville Pond,Woonasquatucket River-Moshassuck River,WO,Dawn Dauray,
WW016,10/13/2020,10:30:00,Grab,Water,5.0,Dissolved Oxygen - 00300,8.9,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,360.1: Dissolved Oxygen Using an ISE,,,,,"Please see DO Hach Meter Worksheet
Water level down 3 feet",Georgiaville Pond,Woonasquatucket River-Moshassuck River,WO,Dawn Dauray,
WW016,10/13/2020,10:30:00,Composite,Water,,Secchi Depth - 00069,3.02,m,,0.1,m,0.1,m,,,,,,,Water level down 3 feet,Georgiaville Pond,Woonasquatucket River-Moshassuck River,WO,Dawn Dauray,
WW016,10/13/2020,10:30:00,Grab,Water,1.0,Temperature - 00011,15.5,C,,-35.0,C,-35.0,C,URIWW,170.1: Temperature,,,,,"Please see DO Hach Meter Worksheet
Water level down 3 feet",Georgiaville Pond,Woonasquatucket River-Moshassuck River,WO,Dawn Dauray,
WW016,10/13/2020,10:30:00,Grab,Water,5.0,Temperature - 00011,15.0,C,,-35.0,C,-35.0,C,URIWW,170.1: Temperature,,,,,"Please see DO Hach Meter Worksheet
Water level down 3 feet",Georgiaville Pond,Woonasquatucket River-Moshassuck River,WO,Dawn Dauray,
WW016,10/18/2020,10:30:00,Grab,Water,1.0,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",5.7,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,Georgiaville Pond,Woonasquatucket River-Moshassuck River,WO,Dawn Dauray,
WW016,10/18/2020,10:30:00,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",6.0,m,,0.1,m,0.1,m,,,,,,,,Georgiaville Pond,Woonasquatucket River-Moshassuck River,WO,Dawn Dauray,
WW016,10/18/2020,10:30:00,Composite,Water,,Secchi Depth - 00069,3.02,m,,0.1,m,0.1,m,,,,,,,,Georgiaville Pond,Woonasquatucket River-Moshassuck River,WO,Dawn Dauray,
WW016,10/27/2020,10:00:00,Grab,Water,1.0,Alkalinity - 00410,22.2,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Georgiaville Pond,Woonasquatucket River-Moshassuck River,WO,Dawn Dauray,
WW016,10/27/2020,10:00:00,Grab,Water,1.0,Chloride - 00940,69.0,mg/l,,1.0,mg/l,1.0,mg/l,URIWW,325_M(A): Chloride in Water by Colorimetry,,,,,,Georgiaville Pond,Woonasquatucket River-Moshassuck River,WO,Dawn Dauray,
WW016,10/27/2020,10:00:00,Grab,Water,4.5,Chloride - 00940,70.0,mg/l,,1.0,mg/l,1.0,mg/l,URIWW,325_M(A): Chloride in Water by Colorimetry,,,,,,Georgiaville Pond,Woonasquatucket River-Moshassuck River,WO,Dawn Dauray,
WW016,10/27/2020,10:00:00,Grab,Water,1.0,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",9.1,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,Georgiaville Pond,Woonasquatucket River-Moshassuck River,WO,Dawn Dauray,
WW016,10/27/2020,10:00:00,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",5.65,m,,0.1,m,0.1,m,,,,,,,Water level down 3.5-4 feet,Georgiaville Pond,Woonasquatucket River-Moshassuck River,WO,Dawn Dauray,
WW016,10/27/2020,10:00:00,Grab,Water,1.0,Dissolved Oxygen - 00300,8.5,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,360.1: Dissolved Oxygen Using an ISE,,,,,"Please see DO Hach Meter Worksheet
Water level down 3.5-4 feet",Georgiaville Pond,Woonasquatucket River-Moshassuck River,WO,Dawn Dauray,
WW016,10/27/2020,10:00:00,Grab,Water,4.5,Dissolved Oxygen - 00300,8.5,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,360.1: Dissolved Oxygen Using an ISE,,,,,"Please see DO Hach Meter Worksheet
Water level down 3.5-4 feet",Georgiaville Pond,Woonasquatucket River-Moshassuck River,WO,Dawn Dauray,
WW016,10/27/2020,10:00:00,Grab,Water,0.5,Enterococci - 31639,0.1,MPN/100,U,1.0,MPN/100,1.0,MPN/100,URIWW,,,,,,,Georgiaville Pond,Woonasquatucket River-Moshassuck River,WO,Dawn Dauray,
WW016,10/27/2020,10:00:00,Grab,Water,1.0,"Nitrate + Nitrite, Dissolved - 00631",0.053,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,,,,,Georgiaville Pond,Woonasquatucket River-Moshassuck River,WO,Dawn Dauray,
WW016,10/27/2020,10:00:00,Grab,Water,4.5,"Nitrate + Nitrite, Dissolved - 00631",0.049,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,,,,,Georgiaville Pond,Woonasquatucket River-Moshassuck River,WO,Dawn Dauray,
WW016,10/27/2020,10:00:00,Grab,Water,1.0,"Nitrogen, Ammonia Dissolved as N - 00608",0.038,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,,,,,Georgiaville Pond,Woonasquatucket River-Moshassuck River,WO,Dawn Dauray,
WW016,10/27/2020,10:00:00,Grab,Water,4.5,"Nitrogen, Ammonia Dissolved as N - 00608",0.04,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,,,,,Georgiaville Pond,Woonasquatucket River-Moshassuck River,WO,Dawn Dauray,
WW016,10/27/2020,10:00:00,Grab,Water,1.0,"Nitrogen, Total (unfiltered) - 00600",0.377,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,,,,,,,Georgiaville Pond,Woonasquatucket River-Moshassuck River,WO,Dawn Dauray,
WW016,10/27/2020,10:00:00,Grab,Water,4.5,"Nitrogen, Total (unfiltered) - 00600",0.369,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,,,,,,,Georgiaville Pond,Woonasquatucket River-Moshassuck River,WO,Dawn Dauray,
WW016,10/27/2020,10:00:00,Grab,Water,1.0,pH - 00400,6.8,S.U.,,1.0,S.U.,1.0,S.U.,URIWW,4500-H: pH in Water,,,,,,Georgiaville Pond,Woonasquatucket River-Moshassuck River,WO,Dawn Dauray,
WW016,10/27/2020,10:00:00,Grab,Water,4.5,pH - 00400,6.7,S.U.,,1.0,S.U.,1.0,S.U.,URIWW,4500-H: pH in Water,,,,,,Georgiaville Pond,Woonasquatucket River-Moshassuck River,WO,Dawn Dauray,
WW016,10/27/2020,10:00:00,Grab,Water,1.0,"Phosphorus, Dissolved - 00666",5.0,ug/l,,2.5,ug/l,2.5,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Georgiaville Pond,Woonasquatucket River-Moshassuck River,WO,Dawn Dauray,
WW016,10/27/2020,10:00:00,Grab,Water,4.5,"Phosphorus, Dissolved - 00666",4.0,ug/l,,2.5,ug/l,2.5,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Georgiaville Pond,Woonasquatucket River-Moshassuck River,WO,Dawn Dauray,
WW016,10/27/2020,10:00:00,Grab,Water,1.0,"Phosphorus, Total - 00665",9.0,ug/l,,3.0,ug/l,3.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Georgiaville Pond,Woonasquatucket River-Moshassuck River,WO,Dawn Dauray,
WW016,10/27/2020,10:00:00,Grab,Water,4.5,"Phosphorus, Total - 00665",9.0,ug/l,,3.0,ug/l,3.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Georgiaville Pond,Woonasquatucket River-Moshassuck River,WO,Dawn Dauray,
WW016,10/27/2020,10:00:00,Composite,Water,,Secchi Depth - 00069,3.35,m,,0.1,m,0.1,m,,,,,,,Water level down 3.5-4 feet,Georgiaville Pond,Woonasquatucket River-Moshassuck River,WO,Dawn Dauray,
WW016,10/27/2020,10:00:00,Grab,Water,1.0,Temperature - 00011,15.1,C,,-35.0,C,-35.0,C,URIWW,170.1: Temperature,,,,,"Please see DO Hach Meter Worksheet
Water level down 3.5-4 feet",Georgiaville Pond,Woonasquatucket River-Moshassuck River,WO,Dawn Dauray,
WW016,10/27/2020,10:00:00,Grab,Water,4.5,Temperature - 00011,15.0,C,,-35.0,C,-35.0,C,URIWW,170.1: Temperature,,,,,"Please see DO Hach Meter Worksheet
Water level down 3.5-4 feet",Georgiaville Pond,Woonasquatucket River-Moshassuck River,WO,Dawn Dauray,
WW018,6/12/2020,10:10:00,Grab,Water,1.0,Alkalinity - 00410,7.7,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Indian Lake,Frontal Block Island Sound,S,George and Jane Tarring,
WW018,6/12/2020,10:10:00,Grab,Water,1.0,Chloride - 00940,43.0,mg/l,,1.0,mg/l,1.0,mg/l,URIWW,325_M(A): Chloride in Water by Colorimetry,,,,,,Indian Lake,Frontal Block Island Sound,S,George and Jane Tarring,
WW018,6/12/2020,10:10:00,Grab,Water,1.0,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",6.1,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,Indian Lake,Frontal Block Island Sound,S,George and Jane Tarring,
WW018,6/12/2020,10:10:00,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",2.4,m,,0.1,m,0.1,m,,,,,,,A lot of pollen,Indian Lake,Frontal Block Island Sound,S,George and Jane Tarring,
WW018,6/12/2020,10:10:00,Grab,Water,0.5,Enterococci - 31639,1.0,MPN/100,,1.0,MPN/100,1.0,MPN/100,URIWW,,,,,,,Indian Lake,Frontal Block Island Sound,S,George and Jane Tarring,
WW018,6/12/2020,10:10:00,Grab,Water,1.0,"Nitrate + Nitrite, Dissolved - 00631",0.012,mg/l,U,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,,,,,Indian Lake,Frontal Block Island Sound,S,George and Jane Tarring,
WW018,6/12/2020,10:10:00,Grab,Water,1.0,"Nitrogen, Ammonia Dissolved as N - 00608",0.009,mg/l,U,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,,,,,Indian Lake,Frontal Block Island Sound,S,George and Jane Tarring,
WW018,6/12/2020,10:10:00,Grab,Water,1.0,"Nitrogen, Total (unfiltered) - 00600",0.496,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,,,,,,,Indian Lake,Frontal Block Island Sound,S,George and Jane Tarring,
WW018,6/12/2020,10:10:00,Grab,Water,1.0,pH - 00400,6.9,S.U.,,1.0,S.U.,1.0,S.U.,URIWW,4500-H: pH in Water,,,,,,Indian Lake,Frontal Block Island Sound,S,George and Jane Tarring,
WW018,6/12/2020,10:10:00,Grab,Water,1.0,"Phosphorus, Dissolved - 00666",4.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Indian Lake,Frontal Block Island Sound,S,George and Jane Tarring,
WW018,6/12/2020,10:10:00,Grab,Water,1.0,"Phosphorus, Total - 00665",18.0,ug/l,,3.0,ug/l,3.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Indian Lake,Frontal Block Island Sound,S,George and Jane Tarring,
WW018,6/12/2020,10:10:00,Composite,Water,,Secchi Depth - 00069,2.38,m,,0.1,m,0.1,m,,,,,,,A lot of pollen,Indian Lake,Frontal Block Island Sound,S,George and Jane Tarring,
WW018,6/12/2020,10:10:00,Grab,Water,0.1,Temperature - 00011,22.4,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,A lot of pollen,Indian Lake,Frontal Block Island Sound,S,George and Jane Tarring,
WW018,6/12/2020,10:10:00,Grab,Water,1.0,Temperature - 00011,22.8,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,A lot of pollen,Indian Lake,Frontal Block Island Sound,S,George and Jane Tarring,
WW018,6/19/2020,11:00:00,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",2.3,m,,0.1,m,0.1,m,,,,,,,,Indian Lake,Frontal Block Island Sound,S,George and Jane Tarring,
WW018,6/19/2020,11:00:00,Composite,Water,,Secchi Depth - 00069,2.31,m,,0.1,m,0.1,m,,,,,,,,Indian Lake,Frontal Block Island Sound,S,George and Jane Tarring,
WW018,6/19/2020,11:00:00,Grab,Water,0.1,Temperature - 00011,24.7,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Indian Lake,Frontal Block Island Sound,S,George and Jane Tarring,
WW018,6/19/2020,11:00:00,Grab,Water,1.0,Temperature - 00011,24.9,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Indian Lake,Frontal Block Island Sound,S,George and Jane Tarring,
WW018,6/25/2020,10:30:00,Grab,Water,1.0,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",10.0,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,Indian Lake,Frontal Block Island Sound,S,George and Jane Tarring,
WW018,6/25/2020,10:30:00,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",2.3,m,,0.1,m,0.1,m,,,,,,,Water was very calm and still.  Water cloudy with pollen visible on the surface.,Indian Lake,Frontal Block Island Sound,S,George and Jane Tarring,
WW018,6/25/2020,10:30:00,Composite,Water,,Secchi Depth - 00069,2.41,m,,0.1,m,0.1,m,,,,,,,Water was very calm and still.  Water cloudy with pollen visible on the surface.,Indian Lake,Frontal Block Island Sound,S,George and Jane Tarring,
WW018,6/25/2020,10:30:00,Grab,Water,0.1,Temperature - 00011,27.2,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,Water was very calm and still.  Water cloudy with pollen visible on the surface.,Indian Lake,Frontal Block Island Sound,S,George and Jane Tarring,
WW018,6/25/2020,10:30:00,Grab,Water,1.0,Temperature - 00011,27.2,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,Water was very calm and still.  Water cloudy with pollen visible on the surface.,Indian Lake,Frontal Block Island Sound,S,George and Jane Tarring,
WW018,7/2/2020,13:00:00,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",2.3,m,,0.1,m,0.1,m,,,,,,,,Indian Lake,Frontal Block Island Sound,S,Cindy DeMaio,
WW018,7/2/2020,13:00:00,Grab,Water,0.1,Temperature - 00011,27.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Indian Lake,Frontal Block Island Sound,S,Cindy DeMaio,
WW018,7/2/2020,13:00:00,Grab,Water,1.0,Temperature - 00011,27.1,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Indian Lake,Frontal Block Island Sound,S,Cindy DeMaio,
WW018,7/9/2020,11:00:00,Grab,Water,1.0,Alkalinity - 00410,6.8,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Indian Lake,Frontal Block Island Sound,S,George and Jane Tarring,
WW018,7/9/2020,11:00:00,Grab,Water,1.0,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",11.2,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,Indian Lake,Frontal Block Island Sound,S,George and Jane Tarring,
WW018,7/9/2020,11:00:00,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",2.3,m,,0.1,m,0.1,m,,,,,,,"Partly cloudy conditions, not full sun.  A single heavy shower within 24 hours.  Not steady rainfall.",Indian Lake,Frontal Block Island Sound,S,George and Jane Tarring,
WW018,7/9/2020,11:00:00,Grab,Water,0.5,Enterococci - 31639,1.0,MPN/100,,1.0,MPN/100,1.0,MPN/100,URIWW,,,,,,,Indian Lake,Frontal Block Island Sound,S,George and Jane Tarring,
WW018,7/9/2020,11:00:00,Grab,Water,1.0,"Nitrate + Nitrite, Dissolved - 00631",0.012,mg/l,U,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,,,,,Indian Lake,Frontal Block Island Sound,S,George and Jane Tarring,
WW018,7/9/2020,11:00:00,Grab,Water,1.0,"Nitrogen, Ammonia Dissolved as N - 00608",0.033,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,,,,,Indian Lake,Frontal Block Island Sound,S,George and Jane Tarring,
WW018,7/9/2020,11:00:00,Grab,Water,1.0,"Nitrogen, Total (unfiltered) - 00600",0.513,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,,,,,,,Indian Lake,Frontal Block Island Sound,S,George and Jane Tarring,
WW018,7/9/2020,11:00:00,Grab,Water,1.0,pH - 00400,6.7,S.U.,,1.0,S.U.,1.0,S.U.,URIWW,4500-H: pH in Water,,,,,,Indian Lake,Frontal Block Island Sound,S,George and Jane Tarring,
WW018,7/9/2020,11:00:00,Grab,Water,1.0,"Phosphorus, Dissolved - 00666",5.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Indian Lake,Frontal Block Island Sound,S,George and Jane Tarring,
WW018,7/9/2020,11:00:00,Grab,Water,1.0,"Phosphorus, Total - 00665",16.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Indian Lake,Frontal Block Island Sound,S,George and Jane Tarring,
WW018,7/9/2020,11:00:00,Composite,Water,,Secchi Depth - 00069,2.28,m,,0.1,m,0.1,m,,,,,,,"Partly cloudy conditions, not full sun.  A single heavy shower within 24 hours.  Not steady rainfall.",Indian Lake,Frontal Block Island Sound,S,George and Jane Tarring,
