Station Name,Date,Time,Sample Type,Sample Media,Depth,Parameter,Concentration,Unit,Qualifier Code,Detection Limit,Detection Limit Unit,Quantitation Level,Quantitation Level Unit,Lab Name,Analytical Method Number,Sediment Particle Size,Particle Size Unit,Fish Sample Type,Fish Taxa,Comments,Location,MONITOR 1,MONITOR 2,Watershed,Watershed Code
WW018,5/22/2019,1:15:00 PM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",2.3,m,,0.1,m,0.1,m,,,,,,,Secchi on bottom;many particles in water-disk barely visible,Indian Lake,Cynthia DeMaio,Richard DeMaio,Frontal Block Island Sound,S
WW018,5/22/2019,1:15:00 PM,Composite,Water,,Secchi Depth - 00069,2.3,m,,0.1,m,0.1,m,,,,,,,Secchi on bottom;many particles in water-disk barely visible,Indian Lake,Cynthia DeMaio,Richard DeMaio,Frontal Block Island Sound,S
WW018,5/22/2019,1:15:00 PM,Grab,Water,0.1,Temperature - 00011,19.1,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,Secchi on bottom;many particles in water-disk barely visible,Indian Lake,Cynthia DeMaio,Richard DeMaio,Frontal Block Island Sound,S
WW018,5/22/2019,1:15:00 PM,Grab,Water,1,Temperature - 00011,19.1,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,many particles in water-disk barely visible,Indian Lake,Cynthia DeMaio,Richard DeMaio,Frontal Block Island Sound,S
WW018,5/29/2019,1:18:00 PM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",2.4,m,,0.1,m,0.1,m,,,,,,,Secchi on bottom,Indian Lake,George Tarring,,Frontal Block Island Sound,S
WW018,5/29/2019,1:18:00 PM,Composite,Water,,Secchi Depth - 00069,2.36,m,,0.1,m,0.1,m,,,,,,,Secchi on bottom,Indian Lake,George Tarring,,Frontal Block Island Sound,S
WW018,5/29/2019,1:18:00 PM,Grab,Water,0.1,Temperature - 00011,19.5,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,Secchi on bottom,Indian Lake,George Tarring,,Frontal Block Island Sound,S
WW018,5/29/2019,1:18:00 PM,Grab,Water,1,Temperature - 00011,19.2,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Indian Lake,George Tarring,,Frontal Block Island Sound,S
WW018,6/8/2019,11:00:00 AM,Grab,Water,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",4.0,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,Indian Lake,Cynthia DeMaio,Richard DeMaio,Frontal Block Island Sound,S
WW018,6/8/2019,11:00:00 AM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",2.2,m,,0.1,m,0.1,m,,,,,,,"Secchi on bottom;Water is murky, uprouted weed floating around",Indian Lake,Cynthia DeMaio,Richard DeMaio,Frontal Block Island Sound,S
WW018,6/8/2019,11:00:00 AM,Composite,Water,,Secchi Depth - 00069,2.2,m,,0.1,m,0.1,m,,,,,,,"Secchi on bottom;Water is murky, uprouted weed floating around",Indian Lake,Cynthia DeMaio,Richard DeMaio,Frontal Block Island Sound,S
WW018,6/8/2019,11:00:00 AM,Grab,Water,0.1,Temperature - 00011,21.9,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,"Secchi on bottom;Water is murky, uprouted weed floating around",Indian Lake,Cynthia DeMaio,Richard DeMaio,Frontal Block Island Sound,S
WW018,6/8/2019,11:00:00 AM,Grab,Water,1,Temperature - 00011,22.1,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,"State of tide =  Not tidal ;  Water is murky, uprouted weed floating around",Indian Lake,Cynthia DeMaio,Richard DeMaio,Frontal Block Island Sound,S
WW018,6/12/2019,2:00:00 PM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",2.3,m,,0.1,m,0.1,m,,,,,,,"Secchi on bottom;Water murky, could bearly see Secchi disc at bottom (this is unusual). Heavy pollen from trees on water's surface near shore. Fewer fishing boats than several years ago. It seems that the fish population is down.",Indian Lake,Cynthia DeMaio,Richard DeMaio,Frontal Block Island Sound,S
WW018,6/12/2019,2:00:00 PM,Composite,Water,,Secchi Depth - 00069,2.3,m,,0.1,m,0.1,m,,,,,,,"Secchi on bottom;Water murky, could bearly see Secchi disc at bottom (this is unusual). Heavy pollen from trees on water's surface near shore. Fewer fishing boats than several years ago. It seems that the fish population is down.",Indian Lake,Cynthia DeMaio,Richard DeMaio,Frontal Block Island Sound,S
WW018,6/12/2019,2:00:00 PM,Grab,Water,0.1,Temperature - 00011,23.9,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,"Secchi on bottom;Water murky, could bearly see Secchi disc at bottom (this is unusual). Heavy pollen from trees on water's surface near shore. Fewer fishing boats than several years ago. It seems that the fish population is down.",Indian Lake,Cynthia DeMaio,Richard DeMaio,Frontal Block Island Sound,S
WW018,6/12/2019,2:00:00 PM,Grab,Water,1,Temperature - 00011,24.5,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,"State of tide =  Not tidal ;  Water murky, could bearly see Secchi disc at bottom (this is unusual). Heavy pollen from trees on water's surface near shore. Fewer fishing boats than several years ago. It seems that the fish population is down.",Indian Lake,Cynthia DeMaio,Richard DeMaio,Frontal Block Island Sound,S
WW018,6/22/2019,10:00:00 AM,Grab,Water,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",5.0,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,Indian Lake,George Tarring,Jane Tarring,Frontal Block Island Sound,S
WW018,6/22/2019,10:00:00 AM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",2.45,m,,0.1,m,0.1,m,,,,,,,Secchi on bottom;The secchi was barely visible in the water,Indian Lake,George Tarring,Jane Tarring,Frontal Block Island Sound,S
WW018,6/22/2019,10:00:00 AM,Composite,Water,,Secchi Depth - 00069,2.42,m,,0.1,m,0.1,m,,,,,,,Secchi on bottom;The secchi was barely visible in the water,Indian Lake,George Tarring,Jane Tarring,Frontal Block Island Sound,S
WW018,6/22/2019,10:00:00 AM,Grab,Water,0.1,Temperature - 00011,21.2,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,Secchi on bottom;The secchi was barely visible in the water,Indian Lake,George Tarring,Jane Tarring,Frontal Block Island Sound,S
WW018,6/22/2019,10:00:00 AM,Grab,Water,1,Temperature - 00011,21.2,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,The secchi was barely visible in the water,Indian Lake,George Tarring,Jane Tarring,Frontal Block Island Sound,S
WW018,6/26/2019,2:00:00 PM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",2.4,m,,0.1,m,0.1,m,,,,,,,Secchi on bottom,Indian Lake,Cynthia DeMaio,Richard DeMaio,Frontal Block Island Sound,S
WW018,6/26/2019,2:00:00 PM,Composite,Water,,Secchi Depth - 00069,2.4,m,,0.1,m,0.1,m,,,,,,,Secchi on bottom,Indian Lake,Cynthia DeMaio,Richard DeMaio,Frontal Block Island Sound,S
WW018,6/26/2019,2:00:00 PM,Grab,Water,0.1,Temperature - 00011,25.8,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,Secchi on bottom,Indian Lake,Cynthia DeMaio,Richard DeMaio,Frontal Block Island Sound,S
WW018,6/26/2019,2:00:00 PM,Grab,Water,1,Temperature - 00011,25.5,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,State of tide =  Not tidal,Indian Lake,Cynthia DeMaio,Richard DeMaio,Frontal Block Island Sound,S
WW018,7/6/2019,10:00:00 AM,Grab,Water,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",3.1,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,Indian Lake,George Tarring,Jane Tarring,Frontal Block Island Sound,S
WW018,7/6/2019,10:00:00 AM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",2.36,m,,0.1,m,0.1,m,,,,,,,Secchi on bottom,Indian Lake,George Tarring,Jane Tarring,Frontal Block Island Sound,S
WW018,7/6/2019,10:00:00 AM,Composite,Water,,Secchi Depth - 00069,2.35,m,,0.1,m,0.1,m,,,,,,,Secchi on bottom,Indian Lake,George Tarring,Jane Tarring,Frontal Block Island Sound,S
WW018,7/6/2019,10:00:00 AM,Grab,Water,0.1,Temperature - 00011,27.8,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,Secchi on bottom,Indian Lake,George Tarring,Jane Tarring,Frontal Block Island Sound,S
WW018,7/6/2019,10:00:00 AM,Grab,Water,1,Temperature - 00011,27.7,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Indian Lake,George Tarring,Jane Tarring,Frontal Block Island Sound,S
WW018,7/9/2019,12:30:00 PM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",2.3,m,,0.1,m,0.1,m,,,,,,,Secchi on bottom;Water much clearer than it has been.,Indian Lake,Cynthia DeMaio,Richard DeMaio,Frontal Block Island Sound,S
WW018,7/9/2019,12:30:00 PM,Composite,Water,,Secchi Depth - 00069,2.3,m,,0.1,m,0.1,m,,,,,,,Secchi on bottom;Water much clearer than it has been.,Indian Lake,Cynthia DeMaio,Richard DeMaio,Frontal Block Island Sound,S
WW018,7/9/2019,12:30:00 PM,Grab,Water,0.1,Temperature - 00011,28.4,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,Secchi on bottom;Water much clearer than it has been.,Indian Lake,Cynthia DeMaio,Richard DeMaio,Frontal Block Island Sound,S
WW018,7/9/2019,12:30:00 PM,Grab,Water,1,Temperature - 00011,27.9,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,Water much clearer than it has been.,Indian Lake,Cynthia DeMaio,Richard DeMaio,Frontal Block Island Sound,S
WW018,7/17/2019,12:00:00 PM,Grab,Water,1,Alkalinity - 00410,5.6,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Indian Lake,George Tarring,Jane Tarring,Frontal Block Island Sound,S
WW018,7/17/2019,12:00:00 PM,Grab,Water,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",2.7,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,Indian Lake,George Tarring,Jane Tarring,Frontal Block Island Sound,S
WW018,7/17/2019,12:00:00 PM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",2.35,m,,0.1,m,0.1,m,,,,,,,Secchi on bottom;Bacteria testing done also.,Indian Lake,George Tarring,Jane Tarring,Frontal Block Island Sound,S
WW018,7/17/2019,12:00:00 PM,Grab,Water,0.5,Enterococci - 31639,0.1,MPN/100,U,4.0,MPN/100,4.0,MPN/100,URIWW,,,,,,,Indian Lake,George Tarring,Jane Tarring,Frontal Block Island Sound,S
WW018,7/17/2019,12:00:00 PM,Grab,Water,1,"Nitrate + Nitrite, Dissolved - 00631",0.008,mg/l,U,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,,,,,Indian Lake,George Tarring,Jane Tarring,Frontal Block Island Sound,S
WW018,7/17/2019,12:00:00 PM,Grab,Water,1,"Nitrogen, Ammonia Dissolved as N - 00608",0.015,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,,,,,Indian Lake,George Tarring,Jane Tarring,Frontal Block Island Sound,S
WW018,7/17/2019,12:00:00 PM,Grab,Water,1,"Nitrogen, Total (unfiltered) - 00600",0.46,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,,,,,,,Indian Lake,George Tarring,Jane Tarring,Frontal Block Island Sound,S
WW018,7/17/2019,12:00:00 PM,Grab,Water,1,pH - 00400,6.1,S.U.,,1.0,S.U.,1.0,S.U.,URIWW,4500-H: pH in Water,,,,,,Indian Lake,George Tarring,Jane Tarring,Frontal Block Island Sound,S
WW018,7/17/2019,12:00:00 PM,Grab,Water,1,"Phosphorus, Dissolved - 00666",6.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Indian Lake,George Tarring,Jane Tarring,Frontal Block Island Sound,S
WW018,7/17/2019,12:00:00 PM,Grab,Water,1,"Phosphorus, Total - 00665",14.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Indian Lake,George Tarring,Jane Tarring,Frontal Block Island Sound,S
WW018,7/17/2019,12:00:00 PM,Composite,Water,,Secchi Depth - 00069,2.35,m,,0.1,m,0.1,m,,,,,,,Secchi on bottom;Bacteria testing done also.,Indian Lake,George Tarring,Jane Tarring,Frontal Block Island Sound,S
WW018,7/17/2019,12:00:00 PM,Grab,Water,0.1,Temperature - 00011,28.2,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,Secchi on bottom;Bacteria testing done also.,Indian Lake,George Tarring,Jane Tarring,Frontal Block Island Sound,S
WW018,7/17/2019,12:00:00 PM,Grab,Water,1,Temperature - 00011,28.2,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,Bacteria testing done also.,Indian Lake,George Tarring,Jane Tarring,Frontal Block Island Sound,S
WW018,7/25/2019,11:30:00 AM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",2.5,m,,0.1,m,0.1,m,,,,,,,Secchi on bottom;Heavy rain Monday evening to Tuesday.  Water level very high for this time of year.,Indian Lake,George Tarring,,Frontal Block Island Sound,S
WW018,7/25/2019,11:30:00 AM,Composite,Water,,Secchi Depth - 00069,2.5,m,,0.1,m,0.1,m,,,,,,,Secchi on bottom;Heavy rain Monday evening to Tuesday.  Water level very high for this time of year.,Indian Lake,George Tarring,,Frontal Block Island Sound,S
WW018,7/25/2019,11:30:00 AM,Grab,Water,0.1,Temperature - 00011,26.6,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,Secchi on bottom;Heavy rain Monday evening to Tuesday.  Water level very high for this time of year.,Indian Lake,George Tarring,,Frontal Block Island Sound,S
WW018,7/25/2019,11:30:00 AM,Grab,Water,1,Temperature - 00011,26.4,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,Heavy rain Monday evening to Tuesday.  Water level very high for this time of year.,Indian Lake,George Tarring,,Frontal Block Island Sound,S
WW018,7/31/2019,2:00:00 PM,Grab,Water,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",2.2,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,Indian Lake,Cynthia DeMaio,,Frontal Block Island Sound,S
WW018,7/31/2019,2:00:00 PM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",2.3,m,,0.1,m,0.1,m,,,,,,,Secchi on bottom,Indian Lake,Cynthia DeMaio,,Frontal Block Island Sound,S
WW018,7/31/2019,2:00:00 PM,Composite,Water,,Secchi Depth - 00069,2.3,m,,0.1,m,0.1,m,,,,,,,Secchi on bottom,Indian Lake,Cynthia DeMaio,,Frontal Block Island Sound,S
WW018,7/31/2019,2:00:00 PM,Grab,Water,0.1,Temperature - 00011,30.1,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,Secchi on bottom,Indian Lake,Cynthia DeMaio,,Frontal Block Island Sound,S
WW018,7/31/2019,2:00:00 PM,Grab,Water,1,Temperature - 00011,30.4,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,State of tide =  Not tidal,Indian Lake,Cynthia DeMaio,,Frontal Block Island Sound,S
WW018,8/8/2019,10:40:00 AM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",2.4,m,,0.1,m,0.1,m,,,,,,,Secchi on bottom;The lake is higher than normal for early August.,Indian Lake,George Tarring,,Frontal Block Island Sound,S
WW018,8/8/2019,10:40:00 AM,Composite,Water,,Secchi Depth - 00069,2.36,m,,0.1,m,0.1,m,,,,,,,Secchi on bottom;The lake is higher than normal for early August.,Indian Lake,George Tarring,,Frontal Block Island Sound,S
WW018,8/8/2019,10:40:00 AM,Grab,Water,0.1,Temperature - 00011,27.1,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,Secchi on bottom;The lake is higher than normal for early August.,Indian Lake,George Tarring,,Frontal Block Island Sound,S
WW018,8/8/2019,10:40:00 AM,Grab,Water,1,Temperature - 00011,27.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,State of tide =  Not tidal ;  The lake is higher than normal for early August.,Indian Lake,George Tarring,,Frontal Block Island Sound,S
WW018,8/14/2019,1:40:00 PM,Grab,Water,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",1.8,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,Indian Lake,Cynthia DeMaio,Richard DeMaio,Frontal Block Island Sound,S
WW018,8/14/2019,1:40:00 PM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",2.3,m,,0.1,m,0.1,m,,,,,,,Secchi on bottom,Indian Lake,Cynthia DeMaio,Richard DeMaio,Frontal Block Island Sound,S
WW018,8/14/2019,1:40:00 PM,Composite,Water,,Secchi Depth - 00069,2.3,m,,0.1,m,0.1,m,,,,,,,Secchi on bottom,Indian Lake,Cynthia DeMaio,Richard DeMaio,Frontal Block Island Sound,S
WW018,8/14/2019,1:40:00 PM,Grab,Water,0.1,Temperature - 00011,26.1,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,Secchi on bottom,Indian Lake,Cynthia DeMaio,Richard DeMaio,Frontal Block Island Sound,S
WW018,8/14/2019,1:40:00 PM,Grab,Water,1,Temperature - 00011,26.3,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,State of tide =  Not tidal,Indian Lake,Cynthia DeMaio,Richard DeMaio,Frontal Block Island Sound,S
WW018,8/22/2019,10:00:00 AM,Grab,Water,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",7.1,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,Indian Lake,George Tarring,Jane Tarring,Frontal Block Island Sound,S
WW018,8/22/2019,10:00:00 AM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",2.35,m,,0.1,m,0.1,m,,,,,,,Secchi on bottom,Indian Lake,George Tarring,Jane Tarring,Frontal Block Island Sound,S
WW018,8/22/2019,10:00:00 AM,Composite,Water,,Secchi Depth - 00069,2.34,m,,0.1,m,0.1,m,,,,,,,Secchi on bottom,Indian Lake,George Tarring,Jane Tarring,Frontal Block Island Sound,S
WW018,8/22/2019,10:00:00 AM,Grab,Water,0.1,Temperature - 00011,27.9,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,Secchi on bottom,Indian Lake,George Tarring,Jane Tarring,Frontal Block Island Sound,S
WW018,8/22/2019,10:00:00 AM,Grab,Water,1,Temperature - 00011,28.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,State of tide =  Not tidal,Indian Lake,George Tarring,Jane Tarring,Frontal Block Island Sound,S
WW018,8/31/2019,10:20:00 AM,Grab,Water,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",2.6,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,Indian Lake,Cynthia DeMaio,Richard DeMaio,Frontal Block Island Sound,S
WW018,8/31/2019,10:20:00 AM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",2.2,m,,0.1,m,0.1,m,,,,,,,Secchi on bottom,Indian Lake,Cynthia DeMaio,Richard DeMaio,Frontal Block Island Sound,S
WW018,8/31/2019,10:20:00 AM,Composite,Water,,Secchi Depth - 00069,2.2,m,,0.1,m,0.1,m,,,,,,,Secchi on bottom,Indian Lake,Cynthia DeMaio,Richard DeMaio,Frontal Block Island Sound,S
WW018,8/31/2019,10:20:00 AM,Grab,Water,0.1,Temperature - 00011,24.8,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,Secchi on bottom,Indian Lake,Cynthia DeMaio,Richard DeMaio,Frontal Block Island Sound,S
WW018,8/31/2019,10:20:00 AM,Grab,Water,1,Temperature - 00011,25.1,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,State of tide =  Not tidal,Indian Lake,Cynthia DeMaio,Richard DeMaio,Frontal Block Island Sound,S
WW018,9/5/2019,10:30:00 AM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",2.3,m,,0.1,m,0.1,m,,,,,,,Secchi on bottom,Indian Lake,George Tarring,Jane Tarring,Frontal Block Island Sound,S
WW018,9/5/2019,10:30:00 AM,Composite,Water,,Secchi Depth - 00069,2.29,m,,0.1,m,0.1,m,,,,,,,Secchi on bottom,Indian Lake,George Tarring,Jane Tarring,Frontal Block Island Sound,S
WW018,9/5/2019,10:30:00 AM,Grab,Water,0.1,Temperature - 00011,23.8,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,Secchi on bottom,Indian Lake,George Tarring,Jane Tarring,Frontal Block Island Sound,S
WW018,9/5/2019,10:30:00 AM,Grab,Water,1,Temperature - 00011,23.6,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,State of tide =  Not tidal,Indian Lake,George Tarring,Jane Tarring,Frontal Block Island Sound,S
WW018,9/14/2019,11:30:00 AM,Grab,Water,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",1.3,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,Indian Lake,Cynthia DeMaio,Richard DeMaio,Frontal Block Island Sound,S
WW018,9/14/2019,11:30:00 AM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",2.3,m,,0.1,m,0.1,m,,,,,,,Secchi on bottom,Indian Lake,Cynthia DeMaio,Richard DeMaio,Frontal Block Island Sound,S
WW018,9/14/2019,11:30:00 AM,Composite,Water,,Secchi Depth - 00069,2.3,m,,0.1,m,0.1,m,,,,,,,Secchi on bottom,Indian Lake,Cynthia DeMaio,Richard DeMaio,Frontal Block Island Sound,S
WW018,9/14/2019,11:30:00 AM,Grab,Water,0.1,Temperature - 00011,20.6,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,Secchi on bottom,Indian Lake,Cynthia DeMaio,Richard DeMaio,Frontal Block Island Sound,S
WW018,9/14/2019,11:30:00 AM,Grab,Water,1,Temperature - 00011,20.8,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,State of tide =  Not tidal,Indian Lake,Cynthia DeMaio,Richard DeMaio,Frontal Block Island Sound,S
WW018,9/19/2019,10:10:00 AM,Grab,Water,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",2.7,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,Indian Lake,George Tarring,Jane Tarring,Frontal Block Island Sound,S
WW018,9/19/2019,10:10:00 AM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",2.25,m,,0.1,m,0.1,m,,,,,,,Secchi on bottom,Indian Lake,George Tarring,Jane Tarring,Frontal Block Island Sound,S
WW018,9/19/2019,10:10:00 AM,Composite,Water,,Secchi Depth - 00069,2.24,m,,0.1,m,0.1,m,,,,,,,Secchi on bottom,Indian Lake,George Tarring,Jane Tarring,Frontal Block Island Sound,S
WW018,9/19/2019,10:10:00 AM,Grab,Water,0.1,Temperature - 00011,19.1,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,Secchi on bottom,Indian Lake,George Tarring,Jane Tarring,Frontal Block Island Sound,S
WW018,9/19/2019,10:10:00 AM,Grab,Water,1,Temperature - 00011,19.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,State of tide =  Not tidal,Indian Lake,George Tarring,Jane Tarring,Frontal Block Island Sound,S
WW018,9/24/2019,11:30:00 AM,Grab,Water,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",1.5,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,Indian Lake,Cynthia DeMaio,,Frontal Block Island Sound,S
WW018,9/24/2019,11:30:00 AM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",2.2,m,,0.1,m,0.1,m,,,,,,,Secchi on bottom,Indian Lake,Cynthia DeMaio,,Frontal Block Island Sound,S
WW018,9/24/2019,11:30:00 AM,Composite,Water,,Secchi Depth - 00069,2.2,m,,0.1,m,0.1,m,,,,,,,Secchi on bottom,Indian Lake,Cynthia DeMaio,,Frontal Block Island Sound,S
WW018,9/24/2019,11:30:00 AM,Grab,Water,0.1,Temperature - 00011,22.7,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,Secchi on bottom,Indian Lake,Cynthia DeMaio,,Frontal Block Island Sound,S
WW018,9/24/2019,11:30:00 AM,Grab,Water,1,Temperature - 00011,22.9,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,State of tide =  Not tidal,Indian Lake,Cynthia DeMaio,,Frontal Block Island Sound,S
