Station Name,Date,Time,Sample Type,Sample Media,Depth,Parameter,Concentration,Unit,Qualifier Code,Detection Limit,Detection Limit Unit,Quantitation Level,Quantitation Level Unit,Lab Name,Analytical Method Number,Comments,Location
WW566,7/18/2015,,Grab,Water,0.2,"Phosphorus, Total - 00665",52,ug/l,,4,ug/l,4,ug/l,URIWW,,,Narrow River 26 - Kimberly Drive
WW566,7/30/2015,,Grab,Water,0.2,Enterococci - 31639,98,MPN/100ml,,10,MPN/100ml,10,MPN/100ml,URIWW,,"Run 7/31/15, Not incubated at 41 C for the whole time;",Narrow River 26 - Kimberly Drive
WW566,7/30/2015,,Grab,Water,0.2,Fecal Coliform - 74055,201,MPN/100ml,,10,MPN/100ml,10,MPN/100ml,URIWW,,"Run 7/31/15, Not incubated at 44.5 C for the whole time;",Narrow River 26 - Kimberly Drive
WW566,8/7/2015,,Grab,Water,0.2,Enterococci - 31639,10,MPN/100ml,,10,MPN/100ml,10,MPN/100ml,URIWW,,,Narrow River 26 - Kimberly Drive
WW566,8/7/2015,,Grab,Water,0.2,Fecal Coliform - 74055,1,MPN/100ml,U,10,MPN/100ml,10,MPN/100ml,URIWW,,,Narrow River 26 - Kimberly Drive
WW566,8/7/2015,,Grab,Water,0.2,"Nitrogen, Ammonia Dissolved as N - 00608",0.14,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,Narrow River 26 - Kimberly Drive
WW566,8/7/2015,,Grab,Water,0.2,"Nitrogen, Total (unfiltered) - 00600",1.095,mg/l,,0.02,mg/l,0.02,mg/l,URIWW,,,Narrow River 26 - Kimberly Drive
WW566,8/7/2015,,Grab,Water ,0.2,"Phosphorus, Dissolved - 00666",30,ug/l,,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,Narrow River 26 - Kimberly Drive
WW566,8/7/2015,,Grab,Water,0.2,"Phosphorus, Total - 00665",46,ug/l,,4,ug/l,4,ug/l,URIWW,,,Narrow River 26 - Kimberly Drive
WW566,8/8/2015,,Grab,Water,0.2,"Nitrate + Nitrite, Dissolved - 00631",0.495,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,Narrow River 26 - Kimberly Drive
WW566,9/1/2015,,Grab,Water,0.2,Enterococci - 31639,4813.2,MPN/100ml,,4,MPN/100ml,4,MPN/100ml,URIWW,,,Narrow River 26 - Kimberly Drive
WW566,9/1/2015,,Grab,Water,0.2,Fecal Coliform - 74055,9678,MPN/100ml,,4,MPN/100ml,4,MPN/100ml,URIWW,,,Narrow River 26 - Kimberly Drive
WW566,9/19/2015,,Replicate,Water,0.2,Enterococci - 31639,95,MPN/100ml,,4,MPN/100ml,4,MPN/100ml,URIWW,,,Narrow River 26 - Kimberly Drive
WW566,9/19/2015,,Grab,Water,0.2,Enterococci - 31639,578,MPN/100ml,,4,MPN/100ml,4,MPN/100ml,URIWW,,,Narrow River 26 - Kimberly Drive
WW566,9/19/2015,,Grab,Water,0.2,Fecal Coliform - 74055,115,MPN/100ml,,4,MPN/100ml,4,MPN/100ml,URIWW,,,Narrow River 26 - Kimberly Drive
WW566,9/19/2015,,Grab,Water,0.2,"Nitrate + Nitrite, Dissolved - 00631",0.315,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,Narrow River 26 - Kimberly Drive
WW566,9/19/2015,,Grab,Water,0.2,"Nitrogen, Ammonia Dissolved as N - 00608",0.145,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,Narrow River 26 - Kimberly Drive
WW566,9/19/2015,,Grab,Water,0.2,"Nitrogen, Total (unfiltered) - 00600",1.16,mg/l,,0.02,mg/l,0.02,mg/l,URIWW,,,Narrow River 26 - Kimberly Drive
WW566,9/19/2015,,Grab,Water,0.2,pH - 00400,7.3,S.U.,,1,S.U.,1,S.U.,URIWW,4500-H: pH in Water,,Narrow River 26 - Kimberly Drive
WW566,9/19/2015,,Replicate,Water,0.2,pH - 00400,7.4,S.U.,,1,S.U.,1,S.U.,URIWW,4500-H: pH in Water,,Narrow River 26 - Kimberly Drive
WW566,9/19/2015,,Grab,Water ,0.2,"Phosphorus, Dissolved - 00666",37,ug/l,,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,Narrow River 26 - Kimberly Drive
WW566,9/19/2015,,Grab,Water,0.2,"Phosphorus, Total - 00665",46,ug/l,,4,ug/l,4,ug/l,URIWW,,,Narrow River 26 - Kimberly Drive
WW566,10/4/2015,,Grab,Water,0.2,Enterococci - 31639,1,MPN/100ml,U,10,MPN/100ml,10,MPN/100ml,URIWW,,,Narrow River 26 - Kimberly Drive
WW566,10/4/2015,,Grab,Water,0.2,Fecal Coliform - 74055,657,MPN/100ml,,10,MPN/100ml,10,MPN/100ml,URIWW,,,Narrow River 26 - Kimberly Drive
WW566,10/16/2015,,Grab,Water,0.2,Enterococci - 31639,34.4,MPN/100ml,,4,MPN/100ml,4,MPN/100ml,URIWW,,,Narrow River 26 - Kimberly Drive
WW566,10/16/2015,,Grab,Water,0.2,Fecal Coliform - 74055,74,MPN/100ml,,4,MPN/100ml,4,MPN/100ml,URIWW,,,Narrow River 26 - Kimberly Drive
WW566,10/16/2015,,Grab,Water,0.2,"Nitrate + Nitrite, Dissolved - 00631",0.115,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,Narrow River 26 - Kimberly Drive
WW566,10/16/2015,,Grab,Water,0.2,"Nitrogen, Ammonia Dissolved as N - 00608",0.1,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,Narrow River 26 - Kimberly Drive
WW566,10/16/2015,,Grab,Water,0.2,"Nitrogen, Total (unfiltered) - 00600",0.84,mg/l,,0.02,mg/l,0.02,mg/l,URIWW,,,Narrow River 26 - Kimberly Drive
WW566,10/16/2015,,Replicate,Water,0.2,pH - 00400,7.8,S.U.,,1,S.U.,1,S.U.,URIWW,4500-H: pH in Water,,Narrow River 26 - Kimberly Drive
WW566,10/16/2015,,Grab,Water,0.2,pH - 00400,7.9,S.U.,,1,S.U.,1,S.U.,URIWW,4500-H: pH in Water,,Narrow River 26 - Kimberly Drive
WW566,10/16/2015,,Grab,Water ,0.2,"Phosphorus, Dissolved - 00666",22,ug/l,,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,Narrow River 26 - Kimberly Drive
WW566,10/16/2015,,Grab,Water,0.2,"Phosphorus, Total - 00665",64,ug/l,,4,ug/l,4,ug/l,URIWW,,,Narrow River 26 - Kimberly Drive
WW565,5/9/2015,,Grab,Water,0.2,Enterococci - 31639,12,MPN/100ml,,4,MPN/100ml,4,MPN/100ml,URIWW,,,Narrow River 25  - Crooked Brook
WW565,5/9/2015,,Grab,Water,0.2,Fecal Coliform - 74055,4,MPN/100ml,,4,MPN/100ml,4,MPN/100ml,URIWW,,,Narrow River 25  - Crooked Brook
WW565,5/9/2015,,Grab,Water,0.2,"Nitrate + Nitrite, Dissolved - 00631",0.27,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,Narrow River 25  - Crooked Brook
WW565,5/9/2015,,Grab,Water,0.2,"Nitrogen, Ammonia Dissolved as N - 00608",0.048,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,Narrow River 25  - Crooked Brook
WW565,5/9/2015,,Grab,Water,0.2,"Nitrogen, Total (unfiltered) - 00600",0.52,mg/l,,0.02,mg/l,0.02,mg/l,URIWW,,,Narrow River 25  - Crooked Brook
WW565,5/9/2015,,Grab,Water,0.2,pH - 00400,7.1,S.U.,,1,S.U.,1,S.U.,URIWW,4500-H: pH in Water,,Narrow River 25  - Crooked Brook
WW565,5/9/2015,,Grab,Water ,0.2,"Phosphorus, Dissolved - 00666",5,ug/l,,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,Narrow River 25  - Crooked Brook
WW565,5/9/2015,,Grab,Water,0.2,"Phosphorus, Total - 00665",12,ug/l,,4,ug/l,4,ug/l,URIWW,,,Narrow River 25  - Crooked Brook
WW565,5/25/2015,,Grab,Water,0.2,Enterococci - 31639,54.8,MPN/100ml,,4,MPN/100ml,4,MPN/100ml,URIWW,,,Narrow River 25  - Crooked Brook
WW565,5/25/2015,,Grab,Water,0.2,Fecal Coliform - 74055,4,MPN/100ml,,4,MPN/100ml,4,MPN/100ml,URIWW,,,Narrow River 25  - Crooked Brook
WW565,6/20/2015,,Grab,Water,0.2,Enterococci - 31639,258,MPN/100ml,,4,MPN/100ml,4,MPN/100ml,URIWW,,,Narrow River 25  - Crooked Brook
WW565,6/20/2015,,Grab,Water,0.2,Fecal Coliform - 74055,80.4,MPN/100ml,,4,MPN/100ml,4,MPN/100ml,URIWW,,,Narrow River 25  - Crooked Brook
WW565,6/20/2015,,Grab,Water,0.2,"Nitrate + Nitrite, Dissolved - 00631",0.225,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,Narrow River 25  - Crooked Brook
WW565,6/20/2015,,Grab,Water,0.2,"Nitrogen, Ammonia Dissolved as N - 00608",0.075,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,Narrow River 25  - Crooked Brook
WW565,6/20/2015,,Grab,Water,0.2,"Nitrogen, Total (unfiltered) - 00600",0.66,mg/l,,0.02,mg/l,0.02,mg/l,URIWW,,,Narrow River 25  - Crooked Brook
WW565,6/20/2015,,Replicate,Water,0.2,pH - 00400,7,S.U.,,1,S.U.,1,S.U.,URIWW,4500-H: pH in Water,,Narrow River 25  - Crooked Brook
WW565,6/20/2015,,Grab,Water,0.2,pH - 00400,7.2,S.U.,,1,S.U.,1,S.U.,URIWW,4500-H: pH in Water,,Narrow River 25  - Crooked Brook
WW565,6/20/2015,,Grab,Water ,0.2,"Phosphorus, Dissolved - 00666",2,ug/l,U,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,Narrow River 25  - Crooked Brook
WW565,6/20/2015,,Grab,Water,0.2,"Phosphorus, Total - 00665",22,ug/l,,4,ug/l,4,ug/l,URIWW,,,Narrow River 25  - Crooked Brook
WW565,7/1/2015,,Grab,Water,0.2,Enterococci - 31639,1782,MPN/100ml,,10,MPN/100ml,10,MPN/100ml,URIWW,,,Narrow River 25  - Crooked Brook
WW565,7/1/2015,,Replicate,Water,0.2,Fecal Coliform - 74055,546,MPN/100ml,,10,MPN/100ml,10,MPN/100ml,URIWW,,,Narrow River 25  - Crooked Brook
WW565,7/1/2015,,Grab,Water,0.2,Fecal Coliform - 74055,1234,MPN/100ml,,10,MPN/100ml,10,MPN/100ml,URIWW,,,Narrow River 25  - Crooked Brook
WW565,7/7/2015,,Grab,Water,0.2,Enterococci - 31639,158,MPN/100ml,,10,MPN/100ml,10,MPN/100ml,URIWW,,,Narrow River 25  - Crooked Brook
WW565,7/7/2015,,Grab,Water,0.2,Fecal Coliform - 74055,1,MPN/100ml,U,10,MPN/100ml,10,MPN/100ml,URIWW,,,Narrow River 25  - Crooked Brook
WW565,7/18/2015,,Grab,Water,0.2,Enterococci - 31639,3044,MPN/100ml,,10,MPN/100ml,10,MPN/100ml,URIWW,,,Narrow River 25  - Crooked Brook
WW565,7/18/2015,,Grab,Water,0.2,Fecal Coliform - 74055,98,MPN/100ml,,10,MPN/100ml,10,MPN/100ml,URIWW,,,Narrow River 25  - Crooked Brook
WW565,7/18/2015,,Grab,Water,0.2,"Nitrate + Nitrite, Dissolved - 00631",0.08,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,Narrow River 25  - Crooked Brook
WW565,7/18/2015,,Grab,Water,0.2,"Nitrogen, Ammonia Dissolved as N - 00608",0.04,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,Narrow River 25  - Crooked Brook
WW565,7/18/2015,,Duplicate,Water,0.2,"Nitrogen, Ammonia Dissolved as N - 00608",0.045,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,Narrow River 25  - Crooked Brook DUP
WW565,7/18/2015,,Duplicate,Water,0.2,"Nitrogen, Total (unfiltered) - 00600",1.055,mg/l,,0.02,mg/l,0.02,mg/l,URIWW,,,Narrow River 25  - Crooked Brook DUP
WW565,7/18/2015,,Grab,Water,0.2,"Nitrogen, Total (unfiltered) - 00600",1.07,mg/l,,0.02,mg/l,0.02,mg/l,URIWW,,,Narrow River 25  - Crooked Brook
WW565,7/18/2015,,Grab,Water,0.2,pH - 00400,5.9,S.U.,,1,S.U.,1,S.U.,URIWW,4500-H: pH in Water,,Narrow River 25  - Crooked Brook
WW565,7/18/2015,,Grab,Water,0.2,pH - 00400,6,S.U.,,1,S.U.,1,S.U.,URIWW,4500-H: pH in Water,,Narrow River 25  - Crooked Brook DUP
WW565,7/18/2015,,Duplicate,Water ,0.2,"Phosphorus, Dissolved - 00666",21,ug/l,,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,Narrow River 25  - Crooked Brook DUP
WW565,7/18/2015,,Grab,Water ,0.2,"Phosphorus, Dissolved - 00666",22,ug/l,,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,Narrow River 25  - Crooked Brook
WW565,7/18/2015,,Grab,Water,0.2,"Phosphorus, Total - 00665",28,ug/l,,4,ug/l,4,ug/l,URIWW,,,Narrow River 25  - Crooked Brook
WW565,7/18/2015,,Duplicate,Water,0.2,"Phosphorus, Total - 00665",47,ug/l,,4,ug/l,4,ug/l,URIWW,,,Narrow River 25  - Crooked Brook DUP
WW565,7/30/2015,,Grab,Water,0.2,Enterococci - 31639,669,MPN/100ml,,10,MPN/100ml,10,MPN/100ml,URIWW,,"Run 7/31/15, Not incubated at 41 C for the whole time;",Narrow River 25  - Crooked Brook
WW565,7/30/2015,,Grab,Water,0.2,Fecal Coliform - 74055,10,MPN/100ml,,10,MPN/100ml,10,MPN/100ml,URIWW,,"Run 7/31/15, Not incubated at 44.5 C for the whole time;",Narrow River 25  - Crooked Brook DUP
WW565,8/7/2015,,Grab,Water,0.2,Enterococci - 31639,61,MPN/100ml,,10,MPN/100ml,10,MPN/100ml,URIWW,,,Narrow River 25  - Crooked Brook
WW565,8/7/2015,,Grab,Water,0.2,Fecal Coliform - 74055,1,MPN/100ml,U,10,MPN/100ml,10,MPN/100ml,URIWW,,,Narrow River 25  - Crooked Brook DUP
WW565,8/7/2015,,Grab,Water,0.2,"Nitrate + Nitrite, Dissolved - 00631",0.295,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,Narrow River 25  - Crooked Brook
WW565,8/7/2015,,Grab,Water,0.2,"Nitrogen, Ammonia Dissolved as N - 00608",0.03,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,Narrow River 25  - Crooked Brook DUP
WW565,8/7/2015,,Grab,Water,0.2,"Nitrogen, Total (unfiltered) - 00600",0.575,mg/l,,0.02,mg/l,0.02,mg/l,URIWW,,,Narrow River 25  - Crooked Brook
WW565,8/7/2015,,Grab,Water ,0.2,"Phosphorus, Dissolved - 00666",7,ug/l,,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,Narrow River 25  - Crooked Brook DUP
WW565,8/7/2015,,Grab,Water,0.2,"Phosphorus, Total - 00665",15,ug/l,,4,ug/l,4,ug/l,URIWW,,,Narrow River 25  - Crooked Brook
WW565,8/31/2015,,Grab,Water,0.2,Enterococci - 31639,485.2,MPN/100ml,,4,MPN/100ml,4,MPN/100ml,URIWW,,,Narrow River 25  - Crooked Brook DUP
WW565,8/31/2015,,Grab,Water,0.2,Fecal Coliform - 74055,76.4,MPN/100ml,,4,MPN/100ml,4,MPN/100ml,URIWW,,,Narrow River 25  - Crooked Brook
WW565,9/20/2015,,Grab,Water,0.2,Enterococci - 31639,131.2,MPN/100ml,,4,MPN/100ml,4,MPN/100ml,URIWW,,Run on 9/21/15,Narrow River 25  - Crooked Brook DUP
WW565,9/20/2015,,Grab,Water,0.2,Fecal Coliform - 74055,20.8,MPN/100ml,,4,MPN/100ml,4,MPN/100ml,URIWW,,Run on 9/21/15,Narrow River 25  - Crooked Brook
WW565,9/20/2015,,Grab,Water,0.2,"Nitrate + Nitrite, Dissolved - 00631",0.175,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,Narrow River 25  - Crooked Brook DUP
WW565,9/20/2015,,Grab,Water,0.2,"Nitrogen, Ammonia Dissolved as N - 00608",0.04,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,Narrow River 25  - Crooked Brook
WW565,9/20/2015,,Grab,Water,0.2,"Nitrogen, Total (unfiltered) - 00600",1.195,mg/l,,0.02,mg/l,0.02,mg/l,URIWW,,,Narrow River 25  - Crooked Brook
WW565,9/20/2015,,Grab,Water ,0.2,"Phosphorus, Dissolved - 00666",10,ug/l,,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,Narrow River 25  - Crooked Brook
WW565,9/20/2015,,Grab,Water,0.2,"Phosphorus, Total - 00665",36,ug/l,,4,ug/l,4,ug/l,URIWW,,,Narrow River 25  - Crooked Brook
WW565,10/4/2015,,Grab,Water,0.2,Enterococci - 31639,10,MPN/100ml,,10,MPN/100ml,10,MPN/100ml,URIWW,,,Narrow River 25  - Crooked Brook
WW565,10/4/2015,,Grab,Water,0.2,Fecal Coliform - 74055,31,MPN/100ml,,10,MPN/100ml,10,MPN/100ml,URIWW,,,Narrow River 25  - Crooked Brook
WW565,10/16/2015,,Grab,Water,0.2,Enterococci - 31639,117.6,MPN/100ml,,4,MPN/100ml,4,MPN/100ml,URIWW,,,Narrow River 25  - Crooked Brook
WW565,10/16/2015,,Grab,Water,0.2,Fecal Coliform - 74055,0.4,MPN/100ml,U,4,MPN/100ml,4,MPN/100ml,URIWW,,,Narrow River 25  - Crooked Brook
WW565,10/16/2015,,Grab,Water,0.2,"Nitrate + Nitrite, Dissolved - 00631",0.095,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,Narrow River 25  - Crooked Brook
WW565,10/16/2015,,Grab,Water,0.2,"Nitrogen, Ammonia Dissolved as N - 00608",0.045,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,Narrow River 25  - Crooked Brook
WW565,10/16/2015,,Grab,Water,0.2,"Nitrogen, Total (unfiltered) - 00600",0.79,mg/l,,0.02,mg/l,0.02,mg/l,URIWW,,,Narrow River 25  - Crooked Brook
WW565,10/16/2015,,Grab,Water,0.2,pH - 00400,7,S.U.,,1,S.U.,1,S.U.,URIWW,4500-H: pH in Water,,Narrow River 25  - Crooked Brook
WW565,10/16/2015,,Grab,Water ,0.2,"Phosphorus, Dissolved - 00666",10,ug/l,,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,Narrow River 25  - Crooked Brook
WW565,10/16/2015,,Grab,Water,0.2,"Phosphorus, Total - 00665",34,ug/l,,4,ug/l,4,ug/l,URIWW,,,Narrow River 25  - Crooked Brook
WW564,5/9/2015,,Grab,Water,0.2,Enterococci - 31639,0.4,MPN/100ml,U,4,MPN/100ml,4,MPN/100ml,URIWW,,,Narrow River 24 - Starr Drive
WW564,5/9/2015,,Replicate,Water,0.2,Enterococci - 31639,1,MPN/100ml,U,10,MPN/100ml,10,MPN/100ml,URIWW,,,Narrow River 24 - Starr Drive
WW564,5/9/2015,,Replicate,Water,0.2,Fecal Coliform - 74055,8,MPN/100ml,,4,MPN/100ml,4,MPN/100ml,URIWW,,,Narrow River 24 - Starr Drive
WW564,5/9/2015,,Grab,Water,0.2,Fecal Coliform - 74055,20,MPN/100ml,,10,MPN/100ml,10,MPN/100ml,URIWW,,,Narrow River 24 - Starr Drive
WW564,5/9/2015,,Grab,Water,0.2,"Nitrate + Nitrite, Dissolved - 00631",0.0075,mg/l,U,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,Narrow River 24 - Starr Drive
WW564,5/9/2015,,Grab,Water,0.2,"Nitrogen, Ammonia Dissolved as N - 00608",0.065,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,Narrow River 24 - Starr Drive
WW564,5/9/2015,,Grab,Water,0.2,"Nitrogen, Total (unfiltered) - 00600",0.21,mg/l,,0.02,mg/l,0.02,mg/l,URIWW,,,Narrow River 24 - Starr Drive
WW564,5/9/2015,,Grab,Water,0.2,pH - 00400,7.9,S.U.,,1,S.U.,1,S.U.,URIWW,4500-H: pH in Water,,Narrow River 24 - Starr Drive
WW564,5/9/2015,,Grab,Water ,0.2,"Phosphorus, Dissolved - 00666",9,ug/l,,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,Narrow River 24 - Starr Drive
WW564,5/9/2015,,Grab,Water,0.2,"Phosphorus, Total - 00665",18,ug/l,,4,ug/l,4,ug/l,URIWW,,,Narrow River 24 - Starr Drive
WW564,5/25/2015,,Grab,Water,0.2,Enterococci - 31639,0.4,MPN/100ml,U,4,MPN/100ml,4,MPN/100ml,URIWW,,,Narrow River 24 - Starr Drive
WW564,5/25/2015,,Grab,Water,0.2,Fecal Coliform - 74055,1,MPN/100ml,U,4,MPN/100ml,4,MPN/100ml,URIWW,,,Narrow River 24 - Starr Drive
WW564,6/20/2015,,Grab,Water,0.2,Enterococci - 31639,0.4,MPN/100ml,U,4,MPN/100ml,4,MPN/100ml,URIWW,,,Narrow River 24 - Starr Drive
WW564,6/20/2015,,Grab,Water,0.2,Fecal Coliform - 74055,236.4,MPN/100ml,,4,MPN/100ml,4,MPN/100ml,URIWW,,,Narrow River 24 - Starr Drive
WW564,6/20/2015,,Grab,Water,0.2,"Nitrate + Nitrite, Dissolved - 00631",0.0075,mg/l,U,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,Narrow River 24 - Starr Drive
WW564,6/20/2015,,Grab,Water,0.2,"Nitrogen, Ammonia Dissolved as N - 00608",0.035,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,Narrow River 24 - Starr Drive
WW564,6/20/2015,,Grab,Water,0.2,"Nitrogen, Total (unfiltered) - 00600",0.405,mg/l,,0.02,mg/l,0.02,mg/l,URIWW,,,Narrow River 24 - Starr Drive
WW564,6/20/2015,,Grab,Water,0.2,pH - 00400,7.8,S.U.,,1,S.U.,1,S.U.,URIWW,4500-H: pH in Water,,Narrow River 24 - Starr Drive
WW564,6/20/2015,,Grab,Water ,0.2,"Phosphorus, Dissolved - 00666",5,ug/l,,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,Narrow River 24 - Starr Drive
WW564,6/20/2015,,Grab,Water,0.2,"Phosphorus, Total - 00665",22,ug/l,,4,ug/l,4,ug/l,URIWW,,,Narrow River 24 - Starr Drive
WW564,7/1/2015,,Grab,Water,0.2,Enterococci - 31639,1046,MPN/100ml,,10,MPN/100ml,10,MPN/100ml,URIWW,,,Narrow River 24 - Starr Drive
WW564,7/1/2015,,Grab,Water,0.2,Fecal Coliform - 74055,1198,MPN/100ml,,10,MPN/100ml,10,MPN/100ml,URIWW,,,Narrow River 24 - Starr Drive
WW564,7/8/2015,,Grab,Water,0.2,Enterococci - 31639,1,MPN/100ml,U,10,MPN/100ml,10,MPN/100ml,URIWW,,,Narrow River 24 - Starr Drive
WW564,7/8/2015,,Grab,Water,0.2,Fecal Coliform - 74055,41,MPN/100ml,,10,MPN/100ml,10,MPN/100ml,URIWW,,,Narrow River 24 - Starr Drive
WW564,7/18/2015,,Grab,Water,0.2,Enterococci - 31639,10,MPN/100ml,,10,MPN/100ml,10,MPN/100ml,URIWW,,,Narrow River 24 - Starr Drive
WW564,7/18/2015,,Grab,Water,0.2,Fecal Coliform - 74055,20,MPN/100ml,,10,MPN/100ml,10,MPN/100ml,URIWW,,,Narrow River 24 - Starr Drive
WW564,7/18/2015,,Grab,Water,0.2,"Nitrate + Nitrite, Dissolved - 00631",0.0075,mg/l,U,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,Narrow River 24 - Starr Drive
WW564,7/18/2015,,Grab,Water,0.2,"Nitrogen, Ammonia Dissolved as N - 00608",0.02,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,Narrow River 24 - Starr Drive
WW564,7/18/2015,,Grab,Water,0.2,"Nitrogen, Total (unfiltered) - 00600",0.515,mg/l,,0.02,mg/l,0.02,mg/l,URIWW,,,Narrow River 24 - Starr Drive
WW564,7/18/2015,,Grab,Water,0.2,pH - 00400,7.7,S.U.,,1,S.U.,1,S.U.,URIWW,4500-H: pH in Water,,Narrow River 24 - Starr Drive
WW564,7/18/2015,,Grab,Water ,0.2,"Phosphorus, Dissolved - 00666",7,ug/l,,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,Narrow River 24 - Starr Drive
WW564,7/18/2015,,Grab,Water,0.2,"Phosphorus, Total - 00665",42,ug/l,,4,ug/l,4,ug/l,URIWW,,,Narrow River 24 - Starr Drive
WW564,7/29/2015,,Grab,Water,0.2,Enterococci - 31639,63,MPN/100ml,,10,MPN/100ml,10,MPN/100ml,URIWW,,,Narrow River 24 - Starr Drive
WW564,7/29/2015,,Grab,Water,0.2,Fecal Coliform - 74055,1211,MPN/100ml,,10,MPN/100ml,10,MPN/100ml,URIWW,,,Narrow River 24 - Starr Drive
WW564,8/7/2015,,Duplicate,Water,0.2,"Nitrogen, Ammonia Dissolved as N - 00608",0.035,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,Narrow River 24 - Starr Drive
WW564,8/8/2015,,Grab,Water,0.2,Enterococci - 31639,1,MPN/100ml,U,10,MPN/100ml,10,MPN/100ml,URIWW,,,Narrow River 24 - Starr Drive
WW564,8/8/2015,,Grab,Water,0.2,Fecal Coliform - 74055,1,MPN/100ml,U,10,MPN/100ml,10,MPN/100ml,URIWW,,,Narrow River 24 - Starr Drive
